연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
201810,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13936,14938,164313736
201810,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,6,6,82100
201810,한식 음식점업,내국인,남성,160875,168364,7074230532
201810,한식 음식점업,내국인,알수없음,205,211,12516180
201810,한식 음식점업,내국인,여성,115813,121019,4897275771
201810,한식 음식점업,중국,알수없음,554,574,38635100
201811,관광 민예품 및 선물용품 소매업,내국인,남성,8528,9358,337028683
201811,관광 민예품 및 선물용품 소매업,내국인,알수없음,8,9,271500
201811,관광 민예품 및 선물용품 소매업,내국인,여성,9884,10955,403681500
201811,관광 민예품 및 선물용품 소매업,중국,알수없음,35,40,14031960
201811,그외 기타 분류안된 오락관련 서비스업,내국인,남성,22,22,1342600
201811,그외 기타 분류안된 오락관련 서비스업,내국인,여성,20,21,1120025
201811,기타 수상오락 서비스업,내국인,남성,34,38,8467000
201811,기타 수상오락 서비스업,내국인,여성,8,8,884000
201811,기타 외국식 음식점업,내국인,남성,2890,2986,93589821
201811,기타 외국식 음식점업,내국인,알수없음,2,2,22500
201811,기타 외국식 음식점업,내국인,여성,1599,1635,55203976
201811,기타 외국식 음식점업,중국,알수없음,1,1,57000
201811,비알콜 음료점업,내국인,남성,18977,20417,193432250
201811,비알콜 음료점업,내국인,알수없음,42,44,365400
201811,비알콜 음료점업,내국인,여성,19199,20648,199371002
201811,비알콜 음료점업,중국,알수없음,1,1,11800
201811,빵 및 과자류 소매업,내국인,남성,14451,15425,221842402
201811,빵 및 과자류 소매업,내국인,알수없음,46,54,493370
201811,빵 및 과자류 소매업,내국인,여성,16707,17982,250624506
201811,빵 및 과자류 소매업,중국,알수없음,3,3,28900
201811,서양식 음식점업,내국인,남성,26059,28376,641198075
201811,서양식 음식점업,내국인,알수없음,35,39,830900
201811,서양식 음식점업,내국인,여성,31005,33792,674874125
201811,서양식 음식점업,중국,알수없음,26,29,1033000
201811,스포츠 및 레크레이션 용품 임대업,내국인,남성,4374,4801,381877116
201811,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,17,17,1040200
201811,스포츠 및 레크레이션 용품 임대업,내국인,여성,2296,2542,236203270
201811,스포츠 및 레크레이션 용품 임대업,중국,알수없음,69,76,15587900
201811,일식 음식점업,내국인,남성,9309,9498,779538760
201811,일식 음식점업,내국인,알수없음,8,9,534500
201811,일식 음식점업,내국인,여성,6881,6991,477908903
201811,중식 음식점업,내국인,남성,6855,7086,194728997
201811,중식 음식점업,내국인,알수없음,15,16,655500
201811,중식 음식점업,내국인,여성,3138,3202,89067060
201811,중식 음식점업,중국,알수없음,4,4,212000
201811,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,16294,17391,197164703
201811,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,45,51,501730
201811,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12469,13376,148401795
201811,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,1,1,30000
201811,한식 음식점업,내국인,남성,148551,155949,6595853544
201811,한식 음식점업,내국인,알수없음,178,184,7301470
201811,한식 음식점업,내국인,여성,104285,108989,4307086546
201811,한식 음식점업,중국,알수없음,240,250,14525400
201812,관광 민예품 및 선물용품 소매업,내국인,남성,7220,7846,263981580
201812,관광 민예품 및 선물용품 소매업,내국인,알수없음,4,4,84000
201812,관광 민예품 및 선물용품 소매업,내국인,여성,8363,9194,289629995
201812,관광 민예품 및 선물용품 소매업,중국,알수없음,30,39,8322000
201812,그외 기타 분류안된 오락관련 서비스업,내국인,남성,18,18,880000
201812,그외 기타 분류안된 오락관련 서비스업,내국인,여성,17,17,918600
201812,기타 수상오락 서비스업,내국인,남성,25,25,1592000
201812,기타 수상오락 서비스업,내국인,여성,14,15,562000
201812,기타 외국식 음식점업,내국인,남성,3187,3282,107820694
201812,기타 외국식 음식점업,내국인,알수없음,5,5,93000
201812,기타 외국식 음식점업,내국인,여성,1802,1833,60471657
201812,비알콜 음료점업,내국인,남성,18992,20374,207014940
201812,비알콜 음료점업,내국인,알수없음,26,27,215400
201812,비알콜 음료점업,내국인,여성,19436,20739,208859725
201812,비알콜 음료점업,중국,알수없음,2,2,13500
201812,빵 및 과자류 소매업,내국인,남성,15403,16430,234157470
201812,빵 및 과자류 소매업,내국인,알수없음,38,46,431400
201812,빵 및 과자류 소매업,내국인,여성,17641,18942,270207880
201812,빵 및 과자류 소매업,중국,알수없음,4,4,34330
201812,서양식 음식점업,내국인,남성,29039,31526,718893216
201812,서양식 음식점업,내국인,알수없음,36,38,622100
201812,서양식 음식점업,내국인,여성,32971,35826,723951305
201812,서양식 음식점업,중국,알수없음,29,34,1116600
201812,스포츠 및 레크레이션 용품 임대업,내국인,남성,3786,4187,357600384
201812,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,8,9,698800
201812,스포츠 및 레크레이션 용품 임대업,내국인,여성,2170,2384,229711340
201812,스포츠 및 레크레이션 용품 임대업,중국,알수없음,52,56,6175700
201812,일식 음식점업,내국인,남성,9924,10109,740248198
201812,일식 음식점업,내국인,알수없음,11,13,644800
201812,일식 음식점업,내국인,여성,7109,7231,446798680
201812,일식 음식점업,중국,알수없음,4,4,711000
201812,중식 음식점업,내국인,남성,6866,7084,197771528
201812,중식 음식점업,내국인,알수없음,8,8,868200
201812,중식 음식점업,내국인,여성,3140,3202,93529795
201812,중식 음식점업,중국,알수없음,1,1,12000
201812,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17241,18365,221960830
201812,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,57,63,727700
201812,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12717,13563,155026620
201812,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,2,2,26200
201812,한식 음식점업,내국인,남성,154866,162186,6676285275
201812,한식 음식점업,내국인,알수없음,151,155,6083070
201812,한식 음식점업,내국인,여성,106779,111388,4174576482
201812,한식 음식점업,중국,알수없음,322,327,20682660
201901,관광 민예품 및 선물용품 소매업,내국인,남성,7109,7654,261791476
201901,관광 민예품 및 선물용품 소매업,내국인,알수없음,4,5,91500
201901,관광 민예품 및 선물용품 소매업,내국인,여성,9536,10328,295131020
201901,관광 민예품 및 선물용품 소매업,중국,알수없음,18,20,4420000
201901,그외 기타 분류안된 오락관련 서비스업,내국인,남성,52,54,3183500
201901,그외 기타 분류안된 오락관련 서비스업,내국인,여성,29,29,1540000
201901,기타 수상오락 서비스업,내국인,남성,25,25,1689000
201901,기타 수상오락 서비스업,내국인,알수없음,1,1,55000
201901,기타 수상오락 서비스업,내국인,여성,10,10,358000
201901,기타 외국식 음식점업,내국인,남성,3198,3317,110705848
201901,기타 외국식 음식점업,내국인,알수없음,1,1,118000
201901,기타 외국식 음식점업,내국인,여성,1785,1824,61976328
201901,비알콜 음료점업,내국인,남성,19769,21221,216808766
201901,비알콜 음료점업,내국인,알수없음,18,20,143750
201901,비알콜 음료점업,내국인,여성,20578,22045,228528955
201901,비알콜 음료점업,중국,알수없음,1,1,2800
201901,빵 및 과자류 소매업,내국인,남성,15967,17063,243347470
201901,빵 및 과자류 소매업,내국인,알수없음,35,36,236500
201901,빵 및 과자류 소매업,내국인,여성,19351,20792,283933092
201901,빵 및 과자류 소매업,중국,알수없음,7,7,66850
201901,서양식 음식점업,내국인,남성,31398,34143,763447035
201901,서양식 음식점업,내국인,알수없음,28,29,394200
201901,서양식 음식점업,내국인,여성,39466,43023,872378649
201901,서양식 음식점업,중국,알수없음,28,33,1205300
201901,스포츠 및 레크레이션 용품 임대업,내국인,남성,3515,3887,302074260
201901,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,10,11,1736600
201901,스포츠 및 레크레이션 용품 임대업,내국인,여성,2081,2372,205863700
201901,스포츠 및 레크레이션 용품 임대업,중국,알수없음,66,71,10247650
201901,일식 음식점업,내국인,남성,9894,10108,724355660
201901,일식 음식점업,내국인,알수없음,4,4,149000
201901,일식 음식점업,내국인,여성,7735,7904,473669028
201901,일식 음식점업,중국,알수없음,2,2,382000
201901,중식 음식점업,내국인,남성,7283,7525,214255130
201901,중식 음식점업,내국인,알수없음,14,14,995700
201901,중식 음식점업,내국인,여성,3577,3653,105182360
201901,중식 음식점업,중국,알수없음,5,5,219000
201901,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,18209,19462,240205970
201901,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,39,42,423900
201901,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,14340,15345,182742190
201901,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,4,4,130700
201901,한식 음식점업,내국인,남성,160375,168011,6984620172
201901,한식 음식점업,내국인,알수없음,118,123,4449310
201901,한식 음식점업,내국인,여성,119513,124875,4749871323
201901,한식 음식점업,중국,알수없음,363,372,23038000
201902,관광 민예품 및 선물용품 소매업,내국인,남성,6940,7440,217728550
201902,관광 민예품 및 선물용품 소매업,내국인,알수없음,6,6,296500
201902,관광 민예품 및 선물용품 소매업,내국인,여성,9530,10268,273357810
201902,관광 민예품 및 선물용품 소매업,중국,알수없음,17,18,3589545
201902,그외 기타 분류안된 오락관련 서비스업,내국인,남성,53,54,2915000
201902,그외 기타 분류안된 오락관련 서비스업,내국인,여성,42,45,2288000
201902,기타 수상오락 서비스업,내국인,남성,13,13,688000
201902,기타 수상오락 서비스업,내국인,여성,17,17,747000
201902,기타 외국식 음식점업,내국인,남성,2535,2604,90960463
201902,기타 외국식 음식점업,내국인,알수없음,1,1,7000
201902,기타 외국식 음식점업,내국인,여성,1477,1502,53043898
201902,비알콜 음료점업,내국인,남성,19323,20700,214300029
201902,비알콜 음료점업,내국인,알수없음,29,33,215150
201902,비알콜 음료점업,내국인,여성,20270,21692,223705310
201902,비알콜 음료점업,중국,알수없음,5,5,39300
201902,빵 및 과자류 소매업,내국인,남성,15065,16080,226160440
201902,빵 및 과자류 소매업,내국인,알수없음,24,26,204800
201902,빵 및 과자류 소매업,내국인,여성,18097,19334,273072406
201902,빵 및 과자류 소매업,중국,알수없음,4,4,54500
201902,서양식 음식점업,내국인,남성,30345,33063,745400616
201902,서양식 음식점업,내국인,알수없음,27,30,669600
201902,서양식 음식점업,내국인,여성,37730,41200,844624561
201902,서양식 음식점업,중국,알수없음,56,65,1897800
201902,스포츠 및 레크레이션 용품 임대업,내국인,남성,3357,3727,282240080
201902,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,4,4,162000
201902,스포츠 및 레크레이션 용품 임대업,내국인,여성,1929,2141,171163310
201902,스포츠 및 레크레이션 용품 임대업,중국,알수없음,103,116,12092150
201902,일식 음식점업,내국인,남성,8974,9165,673494884
201902,일식 음식점업,내국인,알수없음,7,7,281400
201902,일식 음식점업,내국인,여성,6960,7124,424323780
201902,일식 음식점업,중국,알수없음,2,2,168000
201902,중식 음식점업,내국인,남성,6505,6673,189823864
201902,중식 음식점업,내국인,알수없음,6,6,531000
201902,중식 음식점업,내국인,여성,3052,3114,92403136
201902,중식 음식점업,중국,알수없음,2,2,106000
201902,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17013,18184,220230529
201902,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,20,21,210630
201902,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13291,14191,166754405
201902,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,9,10,120900
201902,한식 음식점업,내국인,남성,144294,150308,6317031282
201902,한식 음식점업,내국인,알수없음,110,124,3908940
201902,한식 음식점업,내국인,여성,107312,111996,4316589539
201902,한식 음식점업,중국,알수없음,429,434,28707900
201903,관광 민예품 및 선물용품 소매업,내국인,남성,8307,9048,347202950
201903,관광 민예품 및 선물용품 소매업,내국인,알수없음,1,1,15000
201903,관광 민예품 및 선물용품 소매업,내국인,여성,11417,12461,436007170
201903,관광 민예품 및 선물용품 소매업,중국,알수없음,21,23,7168840
201903,그외 기타 분류안된 오락관련 서비스업,내국인,남성,38,39,2090000
201903,그외 기타 분류안된 오락관련 서비스업,내국인,여성,29,30,1760000
201903,기타 수상오락 서비스업,내국인,남성,23,25,3806000
201903,기타 수상오락 서비스업,내국인,여성,10,10,542400
201903,기타 외국식 음식점업,내국인,남성,2940,3043,98684148
201903,기타 외국식 음식점업,내국인,알수없음,8,8,142000
201903,기타 외국식 음식점업,내국인,여성,1578,1609,52770996
201903,기타 외국식 음식점업,중국,알수없음,1,1,201000
201903,비알콜 음료점업,내국인,남성,20538,22132,224905667
201903,비알콜 음료점업,내국인,알수없음,31,32,255600
201903,비알콜 음료점업,내국인,여성,21819,23420,237128321
201903,비알콜 음료점업,중국,알수없음,3,3,47900
201903,빵 및 과자류 소매업,내국인,남성,15719,16795,235776952
201903,빵 및 과자류 소매업,내국인,알수없음,41,45,460780
201903,빵 및 과자류 소매업,내국인,여성,19096,20509,286299760
201903,빵 및 과자류 소매업,중국,알수없음,7,7,63900
201903,서양식 음식점업,내국인,남성,31247,33914,742768288
201903,서양식 음식점업,내국인,알수없음,60,70,1254670
201903,서양식 음식점업,내국인,여성,39656,43287,863361639
201903,서양식 음식점업,중국,알수없음,17,18,423300
201903,스포츠 및 레크레이션 용품 임대업,내국인,남성,3656,4068,307508400
201903,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,8,8,930200
201903,스포츠 및 레크레이션 용품 임대업,내국인,여성,2314,2565,230328310
201903,스포츠 및 레크레이션 용품 임대업,중국,알수없음,76,85,8765500
201903,일식 음식점업,내국인,남성,9736,9966,749772770
201903,일식 음식점업,내국인,알수없음,5,5,495800
201903,일식 음식점업,내국인,여성,8068,8239,527661150
201903,중식 음식점업,내국인,남성,7779,8035,218311096
201903,중식 음식점업,내국인,알수없음,15,15,509200
201903,중식 음식점업,내국인,여성,3736,3806,109838025
201903,중식 음식점업,중국,알수없음,5,5,205100
201903,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17071,18218,206392225
201903,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,24,28,314900
201903,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13339,14255,156972650
201903,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,3,4,58400
201903,한식 음식점업,내국인,남성,157913,165468,6865064316
201903,한식 음식점업,내국인,알수없음,128,133,3099110
201903,한식 음식점업,내국인,여성,119948,125340,4906772918
201903,한식 음식점업,중국,알수없음,269,278,15402900
201904,관광 민예품 및 선물용품 소매업,내국인,남성,9756,10710,414777889
201904,관광 민예품 및 선물용품 소매업,내국인,알수없음,2,2,44500
201904,관광 민예품 및 선물용품 소매업,내국인,여성,12578,13914,506989737
201904,관광 민예품 및 선물용품 소매업,중국,알수없음,59,70,19685750
201904,그외 기타 분류안된 오락관련 서비스업,내국인,남성,49,50,2755000
201904,그외 기타 분류안된 오락관련 서비스업,내국인,여성,28,28,1576500
201904,기타 수상오락 서비스업,내국인,남성,9,9,1844000
201904,기타 수상오락 서비스업,내국인,여성,5,5,451000
201904,기타 외국식 음식점업,내국인,남성,2798,2888,97277006
201904,기타 외국식 음식점업,내국인,알수없음,1,1,16000
201904,기타 외국식 음식점업,내국인,여성,1630,1666,54323620
201904,비알콜 음료점업,내국인,남성,22100,23830,239278931
201904,비알콜 음료점업,내국인,알수없음,36,44,446300
201904,비알콜 음료점업,내국인,여성,23384,25203,253471612
201904,비알콜 음료점업,중국,알수없음,6,6,55300
201904,빵 및 과자류 소매업,내국인,남성,15784,16831,244710510
201904,빵 및 과자류 소매업,내국인,알수없음,31,37,347050
201904,빵 및 과자류 소매업,내국인,여성,18968,20404,291667255
201904,빵 및 과자류 소매업,중국,알수없음,5,6,68900
201904,서양식 음식점업,내국인,남성,32567,35475,779035911
201904,서양식 음식점업,내국인,알수없음,46,54,1023900
201904,서양식 음식점업,내국인,여성,39434,43129,866460248
201904,서양식 음식점업,중국,알수없음,40,41,1258400
201904,스포츠 및 레크레이션 용품 임대업,내국인,남성,4304,4752,360094850
201904,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,10,11,285900
201904,스포츠 및 레크레이션 용품 임대업,내국인,여성,2543,2825,224280480
201904,스포츠 및 레크레이션 용품 임대업,중국,알수없음,164,175,16945330
201904,일식 음식점업,내국인,남성,10076,10280,792692277
201904,일식 음식점업,내국인,알수없음,6,6,534000
201904,일식 음식점업,내국인,여성,8158,8307,570805518
201904,일식 음식점업,중국,알수없음,7,9,453000
201904,중식 음식점업,내국인,남성,7797,8058,221555390
201904,중식 음식점업,내국인,알수없음,17,19,830000
201904,중식 음식점업,내국인,여성,3701,3784,110859240
201904,중식 음식점업,중국,알수없음,5,5,154000
201904,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17392,18688,208368315
201904,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,17,17,261700
201904,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13649,14693,163696715
201904,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,8,9,189500
201904,한식 음식점업,내국인,남성,159772,167426,7211016045
201904,한식 음식점업,내국인,알수없음,176,179,7420370
201904,한식 음식점업,내국인,여성,119629,125277,5132940090
201904,한식 음식점업,중국,알수없음,417,429,29450620
201905,관광 민예품 및 선물용품 소매업,내국인,남성,10468,11475,371358570
201905,관광 민예품 및 선물용품 소매업,내국인,알수없음,6,6,130000
201905,관광 민예품 및 선물용품 소매업,내국인,여성,13261,14670,476593470
201905,관광 민예품 및 선물용품 소매업,중국,알수없음,64,79,17303393
201905,그외 기타 분류안된 오락관련 서비스업,내국인,남성,47,49,2519000
201905,그외 기타 분류안된 오락관련 서비스업,내국인,여성,37,38,1924100
201905,기타 수상오락 서비스업,내국인,남성,14,14,2304000
201905,기타 수상오락 서비스업,내국인,여성,8,8,542000
201905,기타 외국식 음식점업,내국인,남성,3092,3165,104321289
201905,기타 외국식 음식점업,내국인,알수없음,5,6,101900
201905,기타 외국식 음식점업,내국인,여성,1820,1874,62541408
201905,기타 외국식 음식점업,중국,알수없음,1,1,39000
201905,비알콜 음료점업,내국인,남성,22763,24573,246063199
201905,비알콜 음료점업,내국인,알수없음,38,40,386760
201905,비알콜 음료점업,내국인,여성,22922,24583,245851409
201905,비알콜 음료점업,중국,알수없음,8,8,61900
201905,빵 및 과자류 소매업,내국인,남성,16810,17997,242115741
201905,빵 및 과자류 소매업,내국인,알수없음,37,41,343250
201905,빵 및 과자류 소매업,내국인,여성,19444,20909,281653722
201905,빵 및 과자류 소매업,중국,알수없음,5,5,61620
201905,서양식 음식점업,내국인,남성,38894,42414,938802441
201905,서양식 음식점업,내국인,알수없음,53,55,986900
201905,서양식 음식점업,내국인,여성,44060,48041,956797613
201905,서양식 음식점업,중국,알수없음,83,88,2816400
201905,스포츠 및 레크레이션 용품 임대업,내국인,남성,5258,5830,376474740
201905,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,11,11,608400
201905,스포츠 및 레크레이션 용품 임대업,내국인,여성,3172,3549,270307300
201905,스포츠 및 레크레이션 용품 임대업,중국,알수없음,220,244,26576500
201905,일식 음식점업,내국인,남성,12566,12851,854356680
201905,일식 음식점업,내국인,알수없음,4,4,58500
201905,일식 음식점업,내국인,여성,9368,9604,545284034
201905,일식 음식점업,중국,알수없음,5,5,197000
201905,중식 음식점업,내국인,남성,8382,8653,233905750
201905,중식 음식점업,내국인,알수없음,19,19,758000
201905,중식 음식점업,내국인,여성,4107,4188,118654750
201905,중식 음식점업,중국,알수없음,7,8,287000
201905,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,20049,21499,238972354
201905,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,21,22,276980
201905,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,15217,16363,177890250
201905,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,5,5,92300
201905,한식 음식점업,내국인,남성,173419,181615,7506660068
201905,한식 음식점업,내국인,알수없음,177,188,5890250
201905,한식 음식점업,내국인,여성,125429,131473,5066551138
201905,한식 음식점업,중국,알수없음,446,454,35843250
201906,관광 민예품 및 선물용품 소매업,내국인,남성,10094,11021,361047000
201906,관광 민예품 및 선물용품 소매업,내국인,알수없음,14,14,226000
201906,관광 민예품 및 선물용품 소매업,내국인,여성,13274,14623,447063231
201906,관광 민예품 및 선물용품 소매업,중국,알수없음,101,124,28745600
201906,그외 기타 분류안된 오락관련 서비스업,내국인,남성,57,61,3724200
201906,그외 기타 분류안된 오락관련 서비스업,내국인,여성,39,39,2286200
201906,기타 수상오락 서비스업,내국인,남성,30,30,3368000
201906,기타 수상오락 서비스업,내국인,여성,11,12,1069000
201906,기타 외국식 음식점업,내국인,남성,3009,3125,99028392
201906,기타 외국식 음식점업,내국인,알수없음,5,5,114000
201906,기타 외국식 음식점업,내국인,여성,1739,1784,59000212
201906,기타 외국식 음식점업,중국,알수없음,1,1,52000
201906,비알콜 음료점업,내국인,남성,22855,24601,257060242
201906,비알콜 음료점업,내국인,알수없음,35,38,340850
201906,비알콜 음료점업,내국인,여성,23093,24895,259548771
201906,비알콜 음료점업,중국,알수없음,9,9,58700
201906,빵 및 과자류 소매업,내국인,남성,16988,18245,248117810
201906,빵 및 과자류 소매업,내국인,알수없음,31,32,261720
201906,빵 및 과자류 소매업,내국인,여성,20293,21711,300861340
201906,빵 및 과자류 소매업,중국,알수없음,5,5,56800
201906,서양식 음식점업,내국인,남성,40436,44027,978202135
201906,서양식 음식점업,내국인,알수없음,52,54,931200
201906,서양식 음식점업,내국인,여성,47388,51572,1054773415
201906,서양식 음식점업,중국,알수없음,55,59,2423000
201906,스포츠 및 레크레이션 용품 임대업,내국인,남성,5581,6180,376676463
201906,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,4,4,303900
201906,스포츠 및 레크레이션 용품 임대업,내국인,여성,3050,3364,221351310
201906,스포츠 및 레크레이션 용품 임대업,중국,알수없음,179,198,20514200
201906,일식 음식점업,내국인,남성,12936,13232,854065281
201906,일식 음식점업,내국인,알수없음,4,4,51500
201906,일식 음식점업,내국인,여성,10055,10283,567858090
201906,일식 음식점업,중국,알수없음,3,3,88000
201906,중식 음식점업,내국인,남성,8848,9179,241005524
201906,중식 음식점업,내국인,알수없음,26,31,891400
201906,중식 음식점업,내국인,여성,4685,4812,127745138
201906,중식 음식점업,중국,알수없음,7,7,286000
201906,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,20222,21719,247920910
201906,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,23,27,291000
201906,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,15396,16578,182125278
201906,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,7,9,76800
201906,한식 음식점업,내국인,남성,175935,184150,7674116768
201906,한식 음식점업,내국인,알수없음,146,151,4630450
201906,한식 음식점업,내국인,여성,131217,137461,5278530120
201906,한식 음식점업,중국,알수없음,490,499,41390900
201907,관광 민예품 및 선물용품 소매업,내국인,남성,9171,9909,287277180
201907,관광 민예품 및 선물용품 소매업,내국인,알수없음,2,2,47000
201907,관광 민예품 및 선물용품 소매업,내국인,여성,12875,14036,373809930
201907,관광 민예품 및 선물용품 소매업,중국,알수없음,112,119,24749000
201907,그외 기타 분류안된 오락관련 서비스업,내국인,남성,117,125,4575350
201907,그외 기타 분류안된 오락관련 서비스업,내국인,여성,124,128,3152800
201907,기타 수상오락 서비스업,내국인,남성,30,31,2995000
201907,기타 수상오락 서비스업,내국인,여성,24,24,2978000
201907,기타 외국식 음식점업,내국인,남성,3136,3270,105006042
201907,기타 외국식 음식점업,내국인,알수없음,3,3,113000
201907,기타 외국식 음식점업,내국인,여성,1836,1879,62082719
201907,기타 외국식 음식점업,중국,알수없음,2,2,160000
201907,비알콜 음료점업,내국인,남성,24513,26592,279805514
201907,비알콜 음료점업,내국인,알수없음,26,27,277900
201907,비알콜 음료점업,내국인,여성,24445,26353,274820751
201907,비알콜 음료점업,중국,알수없음,12,12,229800
201907,빵 및 과자류 소매업,내국인,남성,17058,18357,238644014
201907,빵 및 과자류 소매업,내국인,알수없음,35,43,436900
201907,빵 및 과자류 소매업,내국인,여성,20372,21951,284307590
201907,빵 및 과자류 소매업,중국,알수없음,18,19,381650
201907,서양식 음식점업,내국인,남성,45235,49468,1087282802
201907,서양식 음식점업,내국인,알수없음,39,43,889300
201907,서양식 음식점업,내국인,여성,52813,57521,1150353942
201907,서양식 음식점업,중국,알수없음,104,121,4000100
201907,스포츠 및 레크레이션 용품 임대업,내국인,남성,6193,6904,373873616
201907,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,6,6,329300
201907,스포츠 및 레크레이션 용품 임대업,내국인,여성,3162,3493,209767520
201907,스포츠 및 레크레이션 용품 임대업,중국,알수없음,185,196,27933600
201907,일식 음식점업,내국인,남성,13191,13510,793946770
201907,일식 음식점업,내국인,알수없음,9,9,913000
201907,일식 음식점업,내국인,여성,10133,10375,525574790
201907,일식 음식점업,중국,알수없음,6,6,302500
201907,중식 음식점업,내국인,남성,9546,9923,265068172
201907,중식 음식점업,내국인,알수없음,26,26,943700
201907,중식 음식점업,내국인,여성,4961,5113,134012680
201907,중식 음식점업,중국,알수없음,16,17,589320
201907,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,22006,23724,281249032
201907,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,21,22,243700
201907,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,16834,18188,214803006
201907,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,18,20,276300
201907,한식 음식점업,내국인,남성,186902,196069,7787567546
201907,한식 음식점업,내국인,알수없음,142,145,6962050
201907,한식 음식점업,내국인,여성,140603,147496,5393448182
201907,한식 음식점업,중국,알수없음,681,704,62131300
201908,관광 민예품 및 선물용품 소매업,내국인,남성,11679,12697,363916820
201908,관광 민예품 및 선물용품 소매업,내국인,알수없음,7,7,248000
201908,관광 민예품 및 선물용품 소매업,내국인,여성,15342,16713,447270140
201908,관광 민예품 및 선물용품 소매업,중국,알수없음,108,116,27580500
201908,그외 기타 분류안된 오락관련 서비스업,내국인,남성,241,254,6516100
201908,그외 기타 분류안된 오락관련 서비스업,내국인,여성,255,270,6164950
201908,기타 수상오락 서비스업,내국인,남성,60,60,5790000
201908,기타 수상오락 서비스업,내국인,여성,29,30,4223500
201908,기타 외국식 음식점업,내국인,남성,3556,3674,122064484
201908,기타 외국식 음식점업,내국인,알수없음,2,2,31000
201908,기타 외국식 음식점업,내국인,여성,1960,1996,68378668
201908,기타 외국식 음식점업,중국,알수없음,4,4,345000
201908,비알콜 음료점업,내국인,남성,29904,32283,346463255
201908,비알콜 음료점업,내국인,알수없음,19,20,223030
201908,비알콜 음료점업,내국인,여성,30024,32321,348021870
201908,비알콜 음료점업,중국,알수없음,13,13,118000
201908,빵 및 과자류 소매업,내국인,남성,20877,22483,302440553
201908,빵 및 과자류 소매업,내국인,알수없음,26,27,340500
201908,빵 및 과자류 소매업,내국인,여성,24217,26077,342762349
201908,빵 및 과자류 소매업,중국,알수없음,23,24,360850
201908,서양식 음식점업,내국인,남성,54916,60118,1332762403
201908,서양식 음식점업,내국인,알수없음,25,30,454000
201908,서양식 음식점업,내국인,여성,61300,66904,1381010545
201908,서양식 음식점업,중국,알수없음,133,149,6125800
201908,스포츠 및 레크레이션 용품 임대업,내국인,남성,6319,7017,368650587
201908,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,5,5,159300
